t_diff,prcp_diff,county
-2.5,0.0,55127
-11.0,0.0,55129
0.0,0.0,55131
8.5,0.0,55133
-5.5,0.0,55135
-5.5,0.0,55137
-5.5,0.0,55139
2.5,3.0,55141
-70.5,25.0,56001
-2.0,0.0,56003
-2.5,0.0,56005
3.0,0.0,56007
-16.5,0.0,56009
-27.5,0.0,56011
6.0,0.0,56013
-36.0,0.0,56015
-10.0,-25.0,56017
-7.5,25.0,56019
-30.5,0.0,56021
-3.0,0.0,56023
-14.0,0.0,56025
-16.5,0.0,56027
-17.5,0.0,56029
-6.0,0.0,56031
-56.0,0.0,56033
-26.5,0.0,56035
-22.5,0.0,56037
-10.5,25.0,56039
-27.5,0.0,56041
-44.5,0.0,56043
-61.0,0.0,56045
